ID (n.)	Ps	f.	IIIF-Link image	Transcription	IIIF-Link caption	Translation	DW Ref.	Source	Conservation	Ink	Hand	Type of caption (subcategory)	Psalm-ID	Remarks
233	147	442r	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0298_fa_0442r.jp2/pct:44.74294,40.09067,31.17184,20.36917/pct:100/0/default.jpg	λέγων ὁ Χριστὸς τὸν Δαυίδ ὅτι ἐν ἀσφαλεία σε κατεστήσα καὶ ἀχείρωτον ἐποίησα εἶτα ἕτερον εἷδος εὐεργησίας εὐλόγησε τοὺς υἱούς σου.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0298_fa_0442r.jp2/pct:47.56832,42.7785,24.5484,14.47539/pct:100/0/default.jpg	Christ is saying to David: In safety I will place you and I will make (you) unconquered then another appearance of goodness will praise your sons.	p. 39, pl. LI	JChrys on v. 2 (PG 55, 478, abbr.  at f. 442v).	Good	dark red 	L	Speaking caption (Christ)	147a	
234	147	442r	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0298_fa_0442r.jp2/pct:44.74294,40.09067,31.17184,20.36917/pct:100/0/default.jpg	Ἰησοῦς Χριστός	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0298_fa_0442r.jp2/pct:58.36035,45.3044,10.42149,5.50518/pct:100/0/default.jpg	Jesus Christ.	p. 39, pl. LI		Good	dark red	(L)	Label or short identifying caption	147b	
235	148	443v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0300_fa_0443v.jp2/pct:23.96544,37.8985,30.92315,16.81848/pct:100/0/default.jpg	λέγει ὁ Δαυίδ· ἡνίκα γὰρ ἐτέχθη ἐπὶ τῆς γῆς διὰ τὴν ἡμετέραν σωτηρίαν ὁ θεὸς αὐτῶν ἀνεβόησαν ἐκ τῶν οὐρανῶν πᾶσαι αἱ οὐράνιαι στρατιαί· δόξα ἐν ὑψίστοις θεῶ.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0300_fa_0443v.jp2/pct:31.24147,40.11061,21.00955,11.51594/pct:100/0/default.jpg	David says: For therefore their God has been brought on earth for our salvation. All the heavenly hosts cried from the heavens: Glory to God in the highest!	p. 39, pl. LI	Hes. on v. 2b (PG27, 1332,1-4, abbr. at f. 444r).	Partly flaked	dark red 	L	Speaking caption (David)	148	
236	149	445v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0303_fa_0445v.jp2/pct:30.22624,56.30527,25.38462,13.82247/pct:100/0/default.jpg	ὁ προφήτης Ἡσαίας λέγει· εὐχαρίστη φησὶν τῶ θεῶ ὅτι οὐκ ὄντας ἐπαρήγαγεν καὶ ψυχὴν ἐνέπνευσεν.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0303_fa_0445v.jp2/pct:33.25792,58.17229,13.12217,10.51425/pct:100/0/default.jpg	The prophet Isaiah says: (Scripture) says give thanks to God because he came to aid the ones which did not exist and blew in a soul.	p. 39, pl. LI	JChrys on v. 2 (PG55, 493, abbr. at f. 446r).	Good	dark red 	L	Speaking caption (other speakers)	149	
237	150	447r	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0306_fa_0447r.jp2/pct:41.0593,28.25874,34.67632,14.83175/pct:100/0/default.jpg	λέγει ὁ Χριστός τοῖς ἁγίοις· καὶ γὰρ οὐρανὸς διὰ τὸν ἄνθρωπον γέγονεν οὐκ ἄνθρωπος διὰ τὸν οὐρανόν.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0306_fa_0447r.jp2/pct:49.66048,29.82685,23.6306,5.52107/pct:100/0/default.jpg	Christ is saying to the saints: And for heaven came into being for man, not man for heaven.	p. 40, pl. LI	JChrys on v. 1 (PG55, 496, abbr. below the image).	Partly flaked	bright red 	G	Speaking caption (Christ)	150a	
238	150	447r	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0306_fa_0447r.jp2/pct:41.0593,28.25874,34.67632,14.83175/pct:100/0/default.jpg	Ἰησοῦς Χριστός.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0306_fa_0447r.jp2/pct:52.2861,32.24436,7.65052,5.52107/pct:100/0/default.jpg	Jesus Christ.	p. 40, pl. LI		Good	bright red	(G)	Label or short identifying caption	150b	
239	151	448r	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0308_fa_0448r.jp2/pct:39.26898,14.96089,36.45736,62.32073/pct:100/0/default.jpg	ἡ μελωδία τοῦ Δαυίδ.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0308_fa_0448r.jp2/pct:43.90815,16.85137,20.52484,5.50847/pct:100/0/default.jpg	The melody of David.	p. 40, pl. LII	Cf. vv. 1-2. Melody is a personification.	Partly flaked	bright red 	E	Descriptive caption (David)	151a	
240	151	448r	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0308_fa_0448r.jp2/pct:39.26898,14.96089,36.45736,62.32073/pct:100/0/default.jpg	ὁ Δαυὶδ πατάσσων τὸν λύκον.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0308_fa_0448r.jp2/pct:43.25211,44.10039,28.77226,5.50847/pct:100/0/default.jpg	David striking the wolf.	p. 40, pl. LII	1 Kgdms 17:34–35.	Partly flaked	bright red 	E	Descriptive caption (David)	151b	
241	151	448v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0309_fa_0448v.jp2/pct:23.06322,15.52956,35.35174,61.436/pct:100/0/default.jpg	ὁ βασιλεὺς ὁ Σαοὺλ πολεμῶν τὸν Γολιάθ.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0309_fa_0448v.jp2/pct:27.15939,16.95906,28.04987,5.52307/pct:100/0/default.jpg	King Saul is waging war against Goliath.	p. 40, pl. LII	1 Kgdms 17:2.	Good	bright red 	E	Descriptive caption (David)	151c	
242	151	448v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0309_fa_0448v.jp2/pct:23.06322,15.52956,35.35174,61.436/pct:100/0/default.jpg	ὁ Δαυὶδ πολεμῶν τὸν Γολιάθ.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0309_fa_0448v.jp2/pct:26.71416,34.89279,28.04987,5.52307/pct:100/0/default.jpg	David fighting Goliath.	p. 40, pl. LII	1 Kgdms 17:49.	Partly flaked	bright red 	E	Descriptive caption (David)	151d	
243	151	448v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0309_fa_0448v.jp2/pct:23.06322,15.52956,35.35174,61.436/pct:100/0/default.jpg	ὁ Δαυὶδ ἀποκεφαλίζων τὸν Γολιάθ.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0309_fa_0448v.jp2/pct:26.89225,54.15854,28.04987,5.52307/pct:100/0/default.jpg	David cuts off Goliath’s head.	p. 40, pl. LII	Cf. v. 7.	Good	bright red 	E	Descriptive caption (David)	151e	
244	151	449r	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0310_fa_0449r.jp2/pct:38.76895,14.44336,36.38034,59.81824/pct:100/0/default.jpg	ἡ γυνὴ ὀρχουμένα διὰ τὴν κεφαλὴν τοῦ Γολιάθ.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0310_fa_0449r.jp2/pct:44.41893,17.55923,25.6316,10.09413/pct:100/0/default.jpg	The woman making a dance because of the head of Goliath	p. 40-41, pl. LIII	1 Kgdms 17:54 + 1 Kgdms 18:6–7.	Flaked	bright red 	E?	Descriptive caption (David)	151f	
245	151	449r	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0310_fa_0449r.jp2/pct:38.76895,14.44336,36.38034,59.81824/pct:100/0/default.jpg	ἀπερχόμενος ὁ Δαυὶδ τὴν κεφαλὴν τοῦ Γολιὰθ πρὸς τὸν Σαούλ.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0310_fa_0449r.jp2/pct:42.81121,37.65011,25.6316,5.71243/pct:100/0/default.jpg	David returning (?) the head of Goliath to Saul.	p. 40-41, pl. LIII	1 Kgdms 17:57.	Flaked	bright red  	E?	Descriptive caption (David)	151g	
246	151	449r	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0310_fa_0449r.jp2/pct:38.76895,14.44336,36.38034,59.81824/pct:100/0/default.jpg	ὁ Σαοὺλ στέφει τὸν Δαυὶδ εἰς βασιλέα.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0310_fa_0449r.jp2/pct:42.99495,54.39792,25.6316,5.71243/pct:100/0/default.jpg	Saul crowns David as king.	p. 40-41, pl. LIII	/	Flaked	bright red  	E?	Descriptive caption (David)	151h	
247	151	449r	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0310_fa_0449r.jp2/pct:3.81259,48.19864,32.47588,21.5839/pct:100/0/default.jpg	ὁ Σαοὺλ εὐλογῶν τὸν Δαυὶδ μετὰ τῆς θυγατρός.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0310_fa_0449r.jp2/pct:7.5333,50.27588,25.17226,5.71243/pct:100/0/default.jpg	Saul honours David with his daughter.	p. 40-41, pl. LIII	1 Kgdms 18:27.	Flaked	bright red  	E?	Descriptive caption (David)	151i	
